SMIRKS,Temp,First label,Second label
"CCC[CH2:10].[O:20][O]>>CCC[CH2:10][O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][CH2:21]C(C)C.[Cl:10]>>[H:20][Cl:10].CC(C)[CH2:21] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][CH2:21]C(C)C.[OH:10]>>[H:20][OH:10].CC(C)[CH2:21] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][C:21](C)(C)C.[Cl:10]>>[H:20][Cl:10].C[C:21](C)C 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][C:21](C)(C)C.[OH:10]>>[H:20][OH:10].C[C:21](C)C 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"C[C:10](C)C.[O:20][O]>>C[C:10](C)(C)[O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CC(C)[CH2:10].[O:20][O]>>CC(C)[CH2:10][O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][CH2:21]CCCC.[Cl:10]>>[H:20][Cl:10].CCCC[CH2:21] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][CH2:21]CCCC.[OH:10]>>[H:20][OH:10].CCCC[CH2:21] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"CCCC[CH2:10].[O:20][O]>>CCCC[CH2:10][O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][CH:21](C)CCC.[Cl:10]>>[H:20][Cl:10].CCC[CH:21]C 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][CH:21](C)CCC.[OH:10]>>[H:20][OH:10].CCC[CH:21]C 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"CCC[CH:10]C.[O:20][O]>>CCC[CH:10](C)[O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][CH:21](CC)CC.[Cl:10]>>[H:20][Cl:10].CC[CH:21]CC 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][CH:21](CC)CC.[OH:10]>>[H:20][OH:10].CC[CH:21]CC 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"CC[CH:10]CC.[O:20][O]>>CC[CH:10](CC)[O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][CH2:21]C(C)CC.[Cl:10]>>[H:20][Cl:10].CCC(C)[CH2:21] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][CH2:21]C(C)CC.[OH:10]>>[H:20][OH:10].CCC(C)[CH2:21] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"CCC(C)[CH2:10].[O:20][O]>>CCC(C)[CH2:10][O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][CH:21](C)C(C)C.[OH:10]>>[H:20][OH:10].C[CH:21]C(C)C 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][CH:21](C)C(C)C.[Cl:10]>>[H:20][Cl:10].C[CH:21]C(C)C 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"C[CH:10]C(C)C.[O:20][O]>>CC(C)[CH:10](C)[O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][C:21](C)(C)CC.[Cl:10]>>[H:20][Cl:10].CC[C:21](C)C 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][C:21](C)(C)CC.[OH:10]>>[H:20][OH:10].CC[C:21](C)C 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"CC[C:10](C)C.[O:20][O]>>CC[C:10](C)(C)[O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][CH2:21]C(C)(C)C.[Cl:10]>>[H:20][Cl:10].CC(C)(C)[CH2:21] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][CH2:21]C(C)(C)C.[OH:10]>>[H:20][OH:10].CC(C)(C)[CH2:21] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"CC(C)(C)[CH2:10].[O:20][O]>>CC(C)(C)[CH2:10][O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][CH2:21]C(C)CCC.[Cl:10]>>[H:20][Cl:10].CCCC(C)[CH2:21] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][CH:21](C)CC(C)C.[Cl:10]>>[H:20][Cl:10].C[CH:21]CC(C)C 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][CH:21](CC)C(C)C.[Cl:10]>>[H:20][Cl:10].CC[CH:21]C(C)C 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][C:21](C)(C)CCC.[Cl:10]>>[H:20][Cl:10].CCC[C:21](C)C 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][CH2:21]C(C)CCC.[OH:10]>>[H:20][OH:10].CCCC(C)[CH2:21] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][CH:21](C)CC(C)C.[OH:10]>>[H:20][OH:10].C[CH:21]CC(C)C 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][CH:21](CC)C(C)C.[OH:10]>>[H:20][OH:10].CC[CH:21]C(C)C 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][C:21](C)(C)CCC.[OH:10]>>[H:20][OH:10].CCC[C:21](C)C 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"CCCC(C)[CH2:10].[O:20][O]>>CCCC(C)[CH2:10][O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"C[CH:10]CC(C)C.[O:20][O]>>CC(C)C[CH:10](C)[O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CC[CH:10]C(C)C.[O:20][O]>>CC[CH:10](C(C)C)[O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CCC[C:10](C)C.[O:20][O]>>CCC[C:10](C)(C)[O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][CH2:21]CC(C)CC.[Cl:10]>>[H:20][Cl:10].CCC(C)C[CH2:21] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][CH:21](C)C(C)CC.[Cl:10]>>[H:20][Cl:10].CCC(C)[CH:21]C 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][C:21](C)(CC)CC.[Cl:10]>>[H:20][Cl:10].CC[C:21](C)CC 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][CH2:21]CC(C)CC.[OH:10]>>[H:20][OH:10].CCC(C)C[CH2:21] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][CH:21](C)C(C)CC.[OH:10]>>[H:20][OH:10].CCC(C)[CH:21]C 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][C:21](C)(CC)CC.[OH:10]>>[H:20][OH:10].CC[C:21](C)CC 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"CCC(C)C[CH2:10].[O:20][O]>>CCC(C)C[CH2:10][O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CCC(C)[CH:10]C.[O:20][O]>>CCC(C)[CH:10](C)[O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CC[C:10](C)CC.[O:20][O]>>CC[C:10](C)(CC)[O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][CH:21](C)C(C)(C)C.[Cl:10]>>[H:20][Cl:10].C[CH:21]C(C)(C)C 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][CH2:21]CC(C)(C)C.[Cl:10]>>[H:20][Cl:10].CC(C)(C)C[CH2:21] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][CH2:21]C(C)(C)CC.[Cl:10]>>[H:20][Cl:10].CCC(C)(C)[CH2:21] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][CH:21](C)C(C)(C)C.[OH:10]>>[H:20][OH:10].C[CH:21]C(C)(C)C 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][CH2:21]CC(C)(C)C.[OH:10]>>[H:20][OH:10].CC(C)(C)C[CH2:21] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][CH2:21]C(C)(C)CC.[OH:10]>>[H:20][OH:10].CCC(C)(C)[CH2:21] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"C[CH:10]C(C)(C)C.[O:20][O]>>C[CH:10](C(C)(C)C)[O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CC(C)(C)C[CH2:20].[O:10][O]>>CC(C)(C)C[CH2:20][O:10][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CCC(C)(C)[CH2:10].[O:20][O]>>CCC(C)(C)[CH2:10][O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][C:21](C)(C)C(C)C.[Cl:10]>>[H:20][Cl:10].CC(C)[C:21](C)C 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][CH2:21]C(C)C(C)C.[Cl:10]>>[H:20][Cl:10].CC(C)C(C)[CH2:21] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][C:21](C)(C)C(C)C.[OH:10]>>[H:20][OH:10].CC(C)[C:21](C)C 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"CC(C)[C:10](C)C.[O:20][O]>>CC(C)[C:10](C)(C)[O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][CH2:21]C(C)C(C)C.[OH:10]>>[H:20][OH:10].CC(C)C(C)[CH2:21] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"CC(C)C(C)[CH2:20].[O:10][O]>>CC(C)C(C)[CH2:20][O:10][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][CH:21](CC)CCCC.[Cl:10]>>[H:20][Cl:10].CCCC[CH:21]CC 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][CH:21](CC)CCCC.[OH:10]>>[H:20][OH:10].CCCC[CH:21]CC 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"CCCC[CH:10]CC.[O:20][O]>>CCCC[CH:10](CC)[O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][C:21](C)(C)CCCC.[Cl:10]>>[H:20][Cl:10].CCCC[C:21](C)C 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][CH:21](C)CCC(C)C.[Cl:10]>>[H:20][Cl:10].C[CH:21]CCC(C)C 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][CH:21](C)CCC(C)C.[OH:10]>>[H:20][OH:10].C[CH:21]CCC(C)C 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][C:21](C)(C)CCCC.[OH:10]>>[H:20][OH:10].CCCC[C:21](C)C 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"CCCC[C:10](C)C.[O:20][O]>>CCCC[C:10](C)(C)[O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"C[CH:10]CCC(C)C.[O:20][O]>>CC(C)CC[CH:10](C)[O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][CH:21](C)CC(C)CC.[OH:10]>>[H:20][OH:10].CCC(C)C[CH:21]C 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][C:21](C)(CC)CCC.[OH:10]>>[H:20][OH:10].CCC[C:21](C)CC 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][C:21](C)(CC)CCC.[Cl:10]>>[H:20][Cl:10].CCC[C:21](C)CC 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][CH:21](C)CC(C)CC.[Cl:10]>>[H:20][Cl:10].CCC(C)C[CH:21]C 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"CCC(C)C[CH:10]C.[O:20][O]>>CCC(C)C[CH:10](C)[O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CCC[C:10](C)CC.[O:20][O]>>CCC[C:10](C)(CC)[O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][CH:21](CC)CCCCC.[OH:10]>>[H:20][OH:10].CCCCC[CH:21]CC 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][CH:21](CC)CCCCC.[Cl:10]>>[H:20][Cl:10].CCCCC[CH:21]CC 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"CCCCC[CH:10]CC.[O:20][O]>>CCCCC[CH:10](CC)[O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][CH:21](CC)CCCCCC.[OH:10]>>[H:20][OH:10].CCCCCC[CH:21]CC 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][CH:21](CC)CCCCCC.[Cl:10]>>[H:20][Cl:10].CCCCCC[CH:21]CC 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"CCCCCC[CH:10]CC.[O:20][O]>>CCCCCC[CH:10](CC)[O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][CH:21](CC)CCCCCCCCC.[OH:10]>>[H:20][OH:10].CCCCCCCCC[CH:21]CC 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][CH:21](CC)CCCCCCCCC.[Cl:10]>>[H:20][Cl:10].CCCCCCCCC[CH:21]CC 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"CCCCCCCCC[CH:10]CC.[O:20][O]>>CCCCCCCCC[CH:10](CC)[O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][CH:21]1CCCCC1.[Cl:10]>>[H:20][Cl:10].C1CC[CH:21]CC1 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][CH:21]1CCCCC1.[OH:10]>>[H:20][OH:10].C1CC[CH:21]CC1 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"C1CC[CH:10]CC1.[O:20][O]>>C1CC[CH:10](CC1)[O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[CH2:20]=[CH2:21].[N+](=O)([O-])[O:10]>>[CH2:21][CH2:20][O:10][N+](=O)[O-] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"[CH2:10]CO[N+](=O)[O-].[O:20][O]>>C([CH2:10][O:20][O])O[N+](=O)[O-] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[CH2:20]=[CH2:21].[OH:10]>>[CH2:21][CH2:20][OH:10] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"[CH2:10]CO.[O:20][O]>>C([CH2:10][O:20][O])O 10-10,20;20-10,20",Room Temperature,Termination,recombine
"C[CH:21]=[CH2:20].[N+](=O)([O-])[O:10]>>C[CH:21][CH2:20][O:10][N+](=O)[O-] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"C[CH:20]=[CH2:21].[N+](=O)([O-])[O:10]>>C[CH:20]([CH2:21])[O:10][N+](=O)[O-] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"C[CH:21]=[CH2:20].[OH:10]>>C[CH:21][CH2:20][OH:10] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"C[CH:20]=[CH2:21].[OH:10]>>C[CH:20]([CH2:21])[OH:10] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"C[CH:10]CO[N+](=O)[O-].[O:20][O]>>C[CH:10](CO[N+](=O)[O-])[O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CC([CH2:10])O[N+](=O)[O-].[O:20][O]>>CC([CH2:10][O:20][O])O[N+](=O)[O-] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CC[CH:21]=[CH2:20].[N+](=O)([O-])[O:10]>>CC[CH:21][CH2:20][O:10][N+](=O)[O-] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"CC[CH:20]=[CH2:21].[N+](=O)([O-])[O:10]>>CC[CH:20]([CH2:21])[O:10][N+](=O)[O-] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"CC[CH:21]=[CH2:20].[OH:10]>>CC[CH:21][CH2:20][OH:10] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"CC[CH:20]=[CH2:21].[OH:10]>>CC[CH:20]([CH2:21])[OH:10] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"CC[CH:10]CO[N+](=O)[O-].[O:20][O]>>CC[CH:10](CO[N+](=O)[O-])[O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CCC([CH2:10])O[N+](=O)[O-].[O:20][O]>>CCC([CH2:10][O:20][O])O[N+](=O)[O-] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CCC([CH2:10])O.[O:20][O]>>CCC([CH2:10][O:20][O])O 10-10,20;20-10,20",Room Temperature,Termination,recombine
"C/[CH:20]=[CH:21]\C.[N+](=O)([O-])[O:10]>>C[CH:21][CH:20](C)[O:10][N+](=O)[O-] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"C/[CH:20]=[CH:21]\C.[OH:10]>>C[CH:21][CH:20](C)[OH:10] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"C[CH:10]C(C)O[N+](=O)[O-].[O:20][O]>>CC([CH:10](C)[O:20][O])O[N+](=O)[O-] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"C/[CH:20]=[CH:21]/C.[N+](=O)([O-])[O:10]>>C[CH:21][CH:20](C)[O:10][N+](=O)[O-] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"C/[CH:20]=[CH:21]/C.[OH:10]>>C[CH:21][CH:20](C)[OH:10] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"C[C:21](=[CH2:20])C.[N+](=O)([O-])[O:10]>>C[C:21](C)[CH2:20][O:10][N+](=O)[O-] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"C[C:20](=[CH2:21])C.[N+](=O)([O-])[O:10]>>C[C:20](C)([CH2:21])[O:10][N+](=O)[O-] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"C[C:21](=[CH2:20])C.[OH:10]>>C[C:21](C)[CH2:20][OH:10] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"C[C:10](C)CO[N+](=O)[O-].[O:20][O]>>C[C:10](C)(CO[N+](=O)[O-])[O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CC(C)([CH2:10])O[N+](=O)[O-].[O:20][O]>>CC(C)([CH2:10][O:20][O])O[N+](=O)[O-] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CCC[CH:21]=[CH2:20].[N+](=O)([O-])[O:10]>>CCC[CH:21][CH2:20][O:10][N+](=O)[O-] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"CCC[CH:20]=[CH2:21].[N+](=O)([O-])[O:10]>>CCC[CH:20]([CH2:21])[O:10][N+](=O)[O-] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"CCC[CH:21]=[CH2:20].[OH:10]>>CCC[CH:21][CH2:20][OH:10] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"CCC[CH:20]=[CH2:21].[OH:10]>>CCC[CH:20]([CH2:21])[OH:10] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"CCC[CH:10]CO[N+](=O)[O-].[O:20][O]>>CCC[CH:10](CO[N+](=O)[O-])[O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CCCC([CH2:10])O[N+](=O)[O-].[O:20][O]>>CCCC([CH2:10][O:20][O])O[N+](=O)[O-] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CCC[CH:10]CO.[O:20][O]>>CCC[CH:10](CO)[O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CCCC([CH2:10])O.[O:20][O]>>CCCC([CH2:10][O:20][O])O 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CC/[CH:21]=[CH:20]\C.[N+](=O)([O-])[O:10]>>CC[CH:21][CH:20](C)[O:10][N+](=O)[O-] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"CC/[CH:20]=[CH:21]\C.[N+](=O)([O-])[O:10]>>CC[CH:20]([CH:21]C)[O:10][N+](=O)[O-] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"CC/[CH:20]=[CH:21]\C.[OH:10]>>CC[CH:20]([CH:21]C)[OH:10] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"CC/[CH:21]=[CH:20]\C.[OH:10]>>CC[CH:21][CH:20](C)[OH:10] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"CC[CH:10]C(C)O[N+](=O)[O-].[O:20][O]>>CC[CH:10](C(C)O[N+](=O)[O-])[O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CCC([CH:10]C)O[N+](=O)[O-].[O:20][O]>>CCC([CH:10](C)[O:20][O])O[N+](=O)[O-] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CCC([CH:10]C)O.[O:20][O]>>CCC([CH:10](C)[O:20][O])O 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CC[CH:10]C(C)O.[O:20][O]>>CC[CH:10](C(C)O)[O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CC/[CH:20]=[CH:21]/C.[N+](=O)([O-])[O:10]>>CC[CH:20]([CH:21]C)[O:10][N+](=O)[O-] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"CC/[CH:21]=[CH:20]/C.[N+](=O)([O-])[O:10]>>CC[CH:21][CH:20](C)[O:10][N+](=O)[O-] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"CC/[CH:20]=[CH:21]/C.[OH:10]>>CC[CH:20]([CH:21]C)[OH:10] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"CC/[CH:21]=[CH:20]/C.[OH:10]>>CC[CH:21][CH:20](C)[OH:10] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"CC[C:21](=[CH2:20])C.[N+](=O)([O-])[O:10]>>CC[C:21](C)[CH2:20][O:10][N+](=O)[O-] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"CC[C:20](=[CH2:21])C.[N+](=O)([O-])[O:10]>>CC[C:20](C)([CH2:21])[O:10][N+](=O)[O-] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"CC[C:21](=[CH2:20])C.[OH:10]>>CC[C:21](C)[CH2:20][OH:10] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"CC[C:10](C)CO[N+](=O)[O-].[O:20][O]>>CC[C:10](C)(CO[N+](=O)[O-])[O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CCC(C)([CH2:10])O[N+](=O)[O-].[O:20][O]>>CCC(C)([CH2:10][O:20][O])O[N+](=O)[O-] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"C[CH:21]=[C:20](C)C.[N+](=O)([O-])[O:10]>>C[CH:21][C:20](C)(C)[O:10][N+](=O)[O-] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"C[CH:20]=[C:21](C)C.[N+](=O)([O-])[O:10]>>C[CH:20]([C:21](C)C)[O:10][N+](=O)[O-] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"C[CH:21]=[C:20](C)C.[OH:10]>>C[CH:21][C:20](C)(C)[OH:10] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"C[CH:20]=[C:21](C)C.[OH:10]>>C[CH:20]([C:21](C)C)[OH:10] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"C[CH:10]C(C)(C)O[N+](=O)[O-].[O:20][O]>>C[CH:10](C(C)(C)O[N+](=O)[O-])[O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CC([C:10](C)C)O[N+](=O)[O-].[O:20][O]>>CC([C:10](C)(C)[O:20][O])O[N+](=O)[O-] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CCCC[CH:21]=[CH2:20].[N+](=O)([O-])[O:10]>>CCCC[CH:21][CH2:20][O:10][N+](=O)[O-] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"CCCC[CH:20]=[CH2:21].[N+](=O)([O-])[O:10]>>CCCC[CH:20]([CH2:21])[O:10][N+](=O)[O-] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"CCCC[CH:21]=[CH2:20].[OH:10]>>CCCC[CH:21][CH2:20][OH:10] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"CCCC[CH:20]=[CH2:21].[OH:10]>>CCCC[CH:20]([CH2:21])[OH:10] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"CCCC[CH:10]CO[N+](=O)[O-].[O:20][O]>>CCCC[CH:10](CO[N+](=O)[O-])[O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CCCCC([CH2:10])O[N+](=O)[O-].[O:20][O]>>CCCCC([CH2:10][O:20][O])O[N+](=O)[O-] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CCCC[CH:10]CO.[O:20][O]>>CCCC[CH:10](CO)[O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CCCCC([CH2:10])O.[O:20][O]>>CCCCC([CH2:10][O:20][O])O 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CCC/[CH:20]=[CH:21]\C.[N+](=O)([O-])[O:10]>>CCC[CH:20]([CH:21]C)[O:10][N+](=O)[O-] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"CCC/[CH:21]=[CH:20]\C.[N+](=O)([O-])[O:10]>>CCC[CH:21][CH:20](C)[O:10][N+](=O)[O-] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"CCC/[CH:20]=[CH:21]\C.[OH:10]>>CCC[CH:20]([CH:21]C)[OH:10] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"CCC/[CH:21]=[CH:20]\C.[OH:10]>>CCC[CH:21][CH:20](C)[OH:10] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"CCCC([CH:10]C)O[N+](=O)[O-].[O:20][O]>>CCCC([CH:10](C)[O:20][O])O[N+](=O)[O-] 10-10,20;20-10,20",Room Temperature,Termination,recombine
